@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R10'

@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}

@data
1,0,0,40,0,0,17,0,6,2,2,1,White
0,0,0,40,0,0,56,5,8,1,8,3,White
1,0,0,44,0,0,38,0,8,0,1,2,White
1,0,0,35,0,1,47,5,13,0,5,2,White
1,0,0,40,0,0,22,0,13,0,3,2,White
1,0,0,40,0,1,57,0,9,0,1,2,White
1,7688,0,65,0,1,45,4,13,0,4,2,Black
0,0,0,50,0,0,24,0,8,2,6,3,Black
1,0,0,45,0,1,38,0,13,0,8,2,White
1,0,0,40,0,0,32,0,8,2,1,1,White
1,0,0,38,0,1,48,5,13,0,4,2,White
1,0,0,60,0,1,49,0,13,0,3,2,White
1,0,0,50,0,0,43,1,13,1,5,5,White
1,0,0,40,0,0,54,4,8,0,2,2,White
1,0,0,40,0,1,46,0,12,0,1,2,Black
1,0,0,20,0,0,53,0,15,0,5,2,White
0,0,0,40,0,0,47,0,13,5,8,3,White
0,0,0,40,0,1,36,3,14,1,0,3,White
1,0,0,50,0,0,51,0,5,0,1,2,White
1,0,0,40,0,0,54,0,8,0,1,2,White
1,0,0,36,0,0,50,1,3,0,1,2,White
1,0,0,80,0,1,42,0,9,2,3,3,White
0,0,0,50,0,0,48,0,9,4,8,3,White
1,0,0,20,13,0,23,0,11,2,1,1,White
1,0,0,50,0,0,45,1,13,0,4,2,White
1,0,0,25,29,0,34,0,8,3,10,1,White
0,0,0,38,0,0,49,0,11,0,8,1,White
1,0,0,35,0,0,20,0,8,2,2,1,Black
1,0,0,30,0,1,56,1,8,0,4,2,Amer-Indian-Eskimo
0,0,0,50,0,1,50,4,14,2,5,3,White
1,0,0,40,0,0,55,0,2,0,7,2,White
1,0,0,60,0,1,28,0,12,2,4,3,White
1,0,0,35,0,0,23,0,9,2,9,1,White
1,0,0,50,0,0,31,5,9,0,12,2,White
1,0,0,40,0,1,48,0,8,0,5,2,White
1,0,0,25,0,0,20,0,9,2,8,1,White
1,0,0,40,0,1,40,0,11,0,4,2,White
1,0,0,40,0,0,30,0,8,0,1,2,White
0,0,0,58,0,0,56,1,3,2,2,5,Black
0,0,0,40,0,0,61,0,6,4,7,3,White
1,0,0,42,0,0,45,0,8,0,10,2,White
1,0,0,55,0,0,23,0,4,0,1,2,Other
1,0,0,40,0,0,37,0,12,0,8,2,White
1,3103,0,40,0,1,41,0,9,0,8,2,White
1,0,0,40,0,0,37,0,9,0,1,2,White
0,0,0,38,0,0,28,0,9,2,4,5,White
0,0,0,55,0,0,46,0,8,1,4,5,White
0,0,0,25,0,0,36,2,9,5,8,5,White
0,0,0,63,0,1,61,4,13,2,5,3,White
1,0,0,39,0,0,64,0,8,0,8,2,White
1,0,0,40,0,1,34,4,12,0,2,2,White
1,0,0,40,0,1,37,4,9,0,4,2,White
1,2597,0,40,0,0,29,0,8,2,1,3,White
1,0,0,40,0,1,31,0,13,0,5,2,White
0,0,0,60,0,1,24,0,13,2,4,4,White
0,0,0,46,0,0,43,0,9,1,4,3,White
1,0,0,40,0,0,42,3,9,0,8,2,White
1,0,0,40,0,0,25,5,9,2,2,3,White
1,0,0,43,0,1,55,5,9,0,1,2,White
1,0,0,35,19,0,22,0,8,0,2,2,Asian-Pac-Islander
1,0,0,40,0,1,24,0,6,2,5,1,White
0,0,0,40,0,0,46,0,8,0,2,0,White
0,0,1380,40,0,0,32,0,12,1,3,5,White
1,0,0,40,0,1,37,3,8,1,4,3,White
1,0,0,55,0,1,29,0,13,0,3,2,White
1,0,0,30,0,0,36,1,8,0,1,2,White
1,27828,0,60,0,1,34,0,14,1,4,3,White
1,0,0,30,0,0,36,0,8,2,2,3,White
0,0,0,35,0,0,56,0,8,2,8,1,White
1,0,0,48,0,1,52,3,8,2,8,3,White
1,0,0,50,0,0,50,1,8,0,3,2,White
1,0,0,45,0,0,21,0,6,2,6,1,White
0,0,0,40,0,0,61,5,8,4,8,3,White
0,0,0,15,0,0,46,0,8,2,7,3,Black
1,0,0,44,0,0,40,0,8,2,6,1,White
0,0,0,40,0,0,18,0,9,2,8,3,White
1,0,0,40,0,0,39,0,8,1,6,5,White
1,0,0,40,0,0,23,1,6,2,6,3,White
1,0,0,40,0,1,30,0,8,0,1,2,White
0,4386,0,40,0,1,44,0,12,0,1,0,White
1,0,0,45,0,0,20,0,8,2,2,3,White
0,2174,0,40,0,0,43,0,9,2,4,3,White
1,0,0,40,0,0,56,0,9,1,1,3,White
0,0,0,40,0,0,28,0,9,1,3,3,White
0,0,0,52,0,0,53,0,13,4,8,5,White
0,0,0,15,0,0,66,0,9,2,5,3,White
0,0,0,5,0,0,77,0,8,4,1,5,White
1,0,0,60,0,1,41,2,9,0,9,2,White
0,0,0,28,0,0,72,0,8,4,2,5,White
1,0,0,30,0,0,80,1,8,0,2,2,White
1,0,0,55,0,1,48,2,9,0,4,2,White
0,0,0,12,0,0,18,0,6,2,6,1,White
0,0,0,10,0,0,38,0,8,0,2,0,White
1,0,0,45,0,0,39,0,14,0,5,2,White
0,3325,0,45,0,0,56,0,9,1,4,3,White
1,0,1902,40,0,1,43,0,8,0,1,2,White
1,0,0,45,0,1,41,0,12,0,1,2,White
1,0,0,50,0,0,31,0,9,1,2,3,White
1,0,0,45,0,1,53,2,8,0,4,2,White
0,0,1848,40,0,1,43,3,8,0,8,0,Black
0,0,0,40,0,0,27,0,10,2,5,4,White
0,0,1974,40,0,0,39,0,13,2,4,3,White
1,0,0,40,0,1,41,5,9,0,5,2,White
1,0,0,50,0,0,34,0,8,2,3,3,White
0,0,0,40,0,0,25,0,13,2,4,3,White
0,0,0,8,0,0,19,5,9,2,8,1,White
0,0,0,40,0,0,20,0,8,2,7,1,White
0,0,0,45,0,0,45,5,14,1,5,3,White
1,0,0,35,0,0,32,0,9,2,2,3,Black
0,0,0,40,0,0,26,0,13,3,3,3,White
1,0,0,50,0,1,33,0,12,0,1,2,White
0,0,0,20,0,0,18,1,6,2,8,1,White
0,0,0,40,0,1,33,1,13,0,3,0,White
1,0,0,40,0,0,30,0,8,0,8,2,White
0,0,0,70,0,0,40,0,5,3,10,5,White
1,0,2339,40,36,0,37,0,8,2,3,3,White
0,0,0,40,0,0,50,0,6,1,12,3,White
1,0,0,40,0,1,50,0,13,0,5,2,White
1,7298,0,48,0,1,29,0,10,0,5,2,White
1,0,1617,35,0,0,41,0,9,2,8,3,White
1,0,0,40,0,1,30,4,14,0,5,2,Asian-Pac-Islander
0,0,0,40,0,0,33,0,9,2,4,1,Asian-Pac-Islander
1,0,0,40,0,1,46,5,9,0,4,2,White
0,0,0,40,0,0,22,0,8,2,2,3,White
0,0,0,30,0,0,33,0,8,0,2,0,White
1,0,0,40,0,0,20,0,8,2,7,1,Black
1,0,0,40,0,0,26,0,9,0,0,2,White
1,0,0,40,0,1,37,4,14,0,5,2,White
1,0,0,15,0,0,18,0,6,2,2,1,White
0,0,0,15,0,0,17,0,5,2,6,1,White
0,0,0,40,0,1,52,0,8,0,8,0,White
1,0,0,40,0,1,39,0,8,0,7,2,White
1,0,0,60,0,0,40,0,9,0,5,2,White
0,99999,0,50,0,1,41,1,14,0,4,0,White
1,0,0,40,0,0,60,0,7,0,6,2,White
0,0,0,40,24,0,31,0,9,1,4,3,White
1,0,0,40,3,0,23,0,13,2,4,3,White
0,0,0,20,0,0,21,0,9,2,3,1,White
1,0,0,40,0,1,32,0,13,2,5,3,White
0,0,0,40,0,0,58,0,8,1,8,3,White
1,0,0,40,0,0,21,0,9,2,12,1,White
1,0,0,40,20,0,19,0,8,2,7,1,White
1,7688,0,50,0,1,48,4,14,0,5,2,White
0,0,0,36,0,1,42,0,8,0,8,0,White
1,0,0,40,0,0,23,0,9,2,6,4,White
1,0,0,50,0,0,56,0,8,0,8,2,White
1,0,0,48,0,0,38,1,8,0,3,2,White
1,0,0,40,0,0,41,0,8,1,7,3,White
1,0,0,48,0,0,64,0,8,0,7,2,White
0,0,0,75,0,0,19,0,9,2,2,3,White
1,0,0,40,0,0,47,0,8,2,10,3,Black
0,0,0,40,0,0,25,3,11,1,8,3,White
0,0,0,45,0,0,44,1,11,1,4,5,Black
0,0,0,45,0,0,50,0,8,1,8,3,White
1,0,0,45,0,1,49,3,13,0,4,2,White
0,0,0,35,0,0,31,0,9,2,8,1,White
1,0,0,40,0,1,46,4,13,0,5,2,Black
1,0,0,40,0,0,20,1,9,2,9,1,White
0,0,0,40,0,0,26,0,8,1,4,5,White
1,4508,0,35,0,0,34,0,13,0,3,2,White
1,0,0,50,0,0,45,1,8,0,4,2,White
0,0,0,48,0,0,28,0,12,2,2,3,Black
1,0,0,45,0,1,49,2,11,0,4,2,White
0,0,0,35,0,0,45,0,8,2,3,1,White
0,0,0,16,0,0,17,0,8,2,3,1,Black
0,0,0,35,0,0,36,0,8,1,8,5,White
0,0,0,40,0,0,44,0,14,2,1,5,Black
0,0,0,35,0,0,30,0,13,2,4,3,White
1,0,0,40,0,0,20,0,6,2,1,3,White
1,0,0,40,7,0,54,0,10,0,4,2,Asian-Pac-Islander
1,0,0,75,0,1,26,1,5,2,4,3,White
1,0,0,50,0,0,45,0,13,0,3,2,White
1,0,0,56,0,0,46,4,14,0,5,2,White
1,0,0,40,0,0,41,4,13,0,3,2,White
0,0,0,45,0,0,41,0,10,1,5,5,White
1,0,0,50,0,0,54,0,3,2,1,3,Black
1,0,0,60,0,0,46,4,13,0,5,2,White
0,0,0,40,32,0,54,0,2,1,7,4,White
1,0,0,40,0,0,45,0,8,2,7,1,White
0,0,0,60,0,0,25,0,13,2,4,3,White
0,0,0,40,0,1,47,0,14,1,5,5,White
0,0,0,35,0,0,19,0,9,2,7,1,White
1,0,0,40,0,0,24,0,13,0,5,2,White
0,0,0,40,0,0,26,0,8,2,2,1,White
1,0,0,30,0,0,26,0,13,2,4,3,White
1,0,0,75,0,0,44,1,9,0,9,2,White
0,0,0,50,0,1,50,0,13,1,5,4,White
1,0,0,50,0,0,35,0,9,1,3,3,White
0,0,0,40,0,0,48,4,14,3,8,5,Black
1,0,0,40,0,0,23,0,9,2,7,3,White
1,0,0,5,0,0,18,0,6,2,6,1,White
1,0,0,20,0,0,21,0,9,2,2,1,White
0,0,0,40,0,0,20,0,4,2,7,5,White
1,0,0,30,0,0,24,0,11,2,3,1,White
0,0,0,40,0,0,37,0,6,2,2,5,Black
1,0,0,40,22,1,54,1,9,0,1,2,White
1,0,0,45,0,0,37,0,6,0,1,2,White
0,4650,0,40,0,0,62,0,9,1,5,3,White
0,0,0,20,0,0,35,0,8,1,4,5,White
0,0,0,17,0,0,18,0,8,2,8,1,White
1,0,0,40,21,0,29,0,8,1,1,1,White
1,7298,0,40,8,1,42,0,8,0,3,2,White
1,0,0,60,0,0,43,2,9,0,4,2,White
0,0,0,40,0,0,49,0,8,3,8,5,Black
1,0,0,40,0,0,26,4,8,2,1,3,White
1,0,0,40,20,0,32,0,2,2,2,3,White
1,0,0,40,0,1,33,4,14,0,5,2,White
1,0,0,45,0,0,33,0,8,1,1,3,White
1,0,0,55,0,0,65,0,8,4,1,3,White
1,0,0,50,0,1,43,0,14,0,4,2,White
1,0,0,40,0,0,23,0,8,2,10,1,White
1,0,0,36,0,0,55,0,8,3,3,3,White
0,0,0,40,15,0,54,0,11,5,7,5,Asian-Pac-Islander
0,0,0,40,0,0,46,3,12,1,0,3,White
1,0,0,4,0,1,77,5,15,5,5,3,White
0,0,0,32,0,0,29,0,8,2,2,3,White
0,0,0,23,0,0,47,0,9,1,12,5,White
0,0,0,35,0,0,51,0,6,1,3,5,White
1,0,0,40,0,0,41,0,8,0,1,2,White
1,0,0,40,0,0,35,5,12,2,1,3,White
0,4787,0,60,0,1,24,0,14,2,4,1,White
1,0,0,37,0,0,28,0,9,2,2,3,White
1,0,0,40,0,0,32,0,13,0,3,2,White
0,0,0,36,0,0,24,0,9,1,2,3,White
0,0,0,20,0,0,65,0,8,4,11,5,Black
1,0,0,30,0,1,44,1,14,0,5,2,White
1,0,0,52,0,0,31,0,13,2,5,3,White
1,0,0,40,0,1,62,5,13,0,4,2,White
1,0,0,40,0,0,28,0,13,2,4,3,White
1,0,0,55,0,1,35,0,8,0,3,2,White
1,0,0,40,0,0,25,0,8,2,0,3,White
1,0,0,40,0,0,35,0,8,0,1,2,Black
0,0,0,40,0,0,24,0,13,2,3,1,Black
0,0,0,40,0,0,22,0,11,2,8,4,White
0,0,0,18,0,0,18,0,6,2,3,1,White
1,0,0,40,0,0,27,0,8,2,0,3,White
0,0,0,40,0,0,27,0,9,2,2,1,White
1,0,0,60,0,1,68,0,10,4,5,5,White
1,0,0,25,0,0,23,0,9,0,3,2,White
0,0,0,50,0,0,39,0,13,2,8,1,White
1,0,0,40,0,1,26,0,13,0,8,2,White
1,0,0,40,0,1,43,4,10,2,5,3,White
1,0,0,30,0,0,55,2,12,1,4,5,White
1,2414,0,40,0,0,90,0,8,0,10,2,White
1,0,0,45,0,1,43,4,13,0,12,2,White
1,0,0,55,0,0,35,0,13,0,3,2,White
1,0,0,45,0,1,35,4,14,0,5,2,White
0,0,2001,40,20,0,25,0,8,2,7,3,White
1,0,0,60,0,1,57,4,14,0,4,2,White
0,0,0,25,0,0,19,0,6,2,3,5,White
1,0,0,40,0,0,23,0,8,2,8,3,White
0,0,0,40,0,0,24,0,13,2,8,3,White
0,0,0,40,0,0,22,0,11,2,2,1,White
0,0,0,40,0,0,36,5,13,2,4,3,White
1,0,2057,60,0,0,55,1,8,0,1,2,White
1,0,0,30,0,0,21,0,9,2,2,1,White
1,0,0,36,20,0,17,0,3,2,2,1,White
1,0,0,53,0,1,34,3,13,0,4,2,White
1,0,0,40,0,0,30,0,8,6,7,2,Black
1,7298,0,50,0,1,33,0,9,0,10,2,Black
1,0,1977,60,0,1,40,0,13,0,4,2,White
0,0,0,40,0,0,39,0,9,2,9,3,White
1,0,0,45,0,0,32,0,8,2,10,1,White
0,0,0,22,0,0,65,0,9,4,3,3,White
1,0,1740,60,0,0,42,0,8,0,1,2,White
1,0,0,40,0,0,34,5,8,1,1,3,White
1,0,0,40,0,0,23,4,13,2,5,1,White
1,0,0,40,4,0,42,0,12,0,5,2,White
0,0,0,40,0,0,31,0,9,2,8,3,White
1,0,0,50,0,0,21,0,8,2,1,5,White
0,0,0,30,0,0,28,0,8,0,8,0,White
0,0,0,40,0,1,27,0,9,0,5,0,White
1,0,1980,35,0,0,37,4,8,3,12,3,White
1,0,0,31,0,0,45,0,8,0,2,2,White
1,0,1628,40,0,0,52,0,7,0,7,2,White
1,0,0,60,0,0,49,1,8,0,9,2,White
0,2977,0,55,0,0,23,0,8,2,2,3,Black
1,4416,0,53,0,0,20,0,8,2,7,1,White
1,0,0,50,0,0,44,0,14,1,4,3,White
1,0,0,40,0,0,41,0,11,2,2,3,White
1,0,0,55,0,0,23,0,9,2,3,3,White
1,15024,0,40,0,1,33,0,14,0,5,2,White
1,0,0,15,0,0,26,1,9,2,4,5,White
1,0,0,40,0,0,43,0,6,2,2,3,Black
0,0,0,40,0,0,19,0,8,2,3,1,White
1,0,0,40,0,0,33,4,14,0,4,2,White
1,0,0,45,0,0,34,4,13,0,4,2,White
0,0,0,40,0,0,45,0,13,1,4,3,White
0,0,0,15,0,0,17,0,7,2,3,1,White
1,0,0,40,0,0,52,1,6,0,1,2,White
1,0,0,45,0,0,56,0,9,0,5,2,White
1,0,0,41,0,0,36,2,8,2,4,1,White
1,15024,0,55,0,1,40,0,10,0,5,2,White
0,0,0,40,12,0,62,0,3,1,6,3,White
1,0,0,40,0,0,37,0,8,0,1,2,White
0,0,0,35,12,0,57,1,2,3,2,5,White
1,0,0,20,0,0,18,0,6,2,2,1,White
1,0,0,40,20,0,30,0,6,0,1,2,Other
0,0,0,45,0,0,42,0,9,1,4,5,White
1,15024,0,45,0,1,61,0,8,0,3,2,White
1,0,0,40,0,0,35,0,12,5,7,3,Black
1,7688,0,50,0,1,45,3,13,0,12,2,White
1,0,0,50,0,1,31,0,13,2,5,3,White
0,0,0,60,0,1,40,0,13,2,4,3,White
0,0,0,40,0,1,58,0,8,0,8,0,White
0,0,0,40,0,1,42,0,13,0,8,0,White
1,0,0,45,0,0,58,0,8,0,9,2,White
1,0,0,60,0,0,36,1,9,0,1,2,White
1,0,0,40,0,0,26,0,8,0,6,2,White
1,0,0,40,0,0,56,0,8,2,1,3,White
1,0,0,45,0,1,43,0,13,0,1,2,White
0,0,0,40,0,0,35,3,11,1,5,5,Black
1,0,0,60,0,1,51,5,8,0,5,2,Black
1,0,0,70,0,0,54,1,8,0,3,2,White
0,0,0,40,0,0,21,0,9,1,3,3,White
1,0,0,40,0,0,27,0,8,2,1,1,White
1,0,0,45,0,0,26,0,8,0,1,2,White
1,0,0,30,0,0,43,0,11,0,5,2,White
1,5013,0,50,0,0,46,4,8,0,12,2,White
1,0,0,20,0,0,64,1,8,0,1,2,White
1,0,0,50,0,1,37,0,13,0,4,2,White
1,0,0,45,0,0,31,0,11,2,0,1,White
1,0,1977,50,0,1,57,2,14,0,3,2,White
0,0,0,25,0,0,18,0,6,2,3,1,White
1,0,0,40,0,0,22,0,8,0,10,2,White
1,15024,0,45,0,1,47,0,14,0,5,2,White
1,0,0,40,0,0,40,0,2,0,1,2,White
1,0,0,50,0,1,46,0,13,0,5,2,White
0,0,0,50,0,0,52,0,9,1,2,5,White
1,15024,0,50,0,1,47,0,10,0,5,2,White
1,15024,0,60,0,1,39,0,10,0,5,2,White
1,7298,0,40,0,1,53,0,9,0,1,2,White
1,0,0,40,0,1,47,0,8,3,1,5,White
1,0,0,50,0,0,64,2,5,0,10,2,White
0,0,0,48,16,0,47,1,8,1,2,3,White
1,0,0,40,0,1,30,1,9,0,3,2,White
1,0,0,55,0,1,46,0,13,0,3,2,White
1,0,0,40,0,0,48,0,14,2,7,3,White
1,0,0,40,20,0,31,0,4,2,7,5,White
1,0,0,40,0,0,36,4,8,0,4,2,White
1,0,0,60,2,1,35,0,15,5,5,3,Other
0,0,0,40,0,0,31,0,5,3,2,5,White
0,0,0,38,0,0,37,0,9,1,8,5,White
1,0,0,40,0,0,52,1,11,1,3,5,White
0,0,0,43,0,0,49,0,9,1,8,3,White
1,0,0,15,0,0,68,1,14,0,10,2,White
1,0,0,40,0,0,26,0,9,2,2,1,White
0,0,0,40,0,0,25,0,8,2,8,1,White
1,0,0,40,0,0,40,0,12,0,1,2,White
1,0,0,40,0,0,47,0,13,2,4,3,White
1,0,0,40,0,0,21,0,9,2,1,1,White
1,0,0,40,0,1,36,2,9,0,4,2,White
1,0,0,40,0,0,21,0,8,2,6,1,White
1,0,0,40,0,0,29,0,8,2,1,1,White
1,0,0,70,0,0,32,0,8,0,4,2,White
1,0,0,40,0,0,47,4,6,5,1,3,Black
1,0,0,40,0,0,30,0,8,2,12,3,White
1,0,0,30,0,0,20,0,9,2,2,1,White
1,0,1485,40,0,1,50,5,8,0,1,2,White
1,0,0,40,0,1,57,0,8,0,10,2,White
1,0,0,53,0,0,23,0,8,2,9,3,White
0,0,0,20,0,0,18,0,8,2,3,1,Asian-Pac-Islander
1,0,0,40,0,0,57,0,2,3,1,3,Black
0,0,0,40,0,0,37,0,5,2,2,5,White
1,0,1672,40,0,0,33,0,13,0,4,2,White
1,7298,0,40,0,1,36,0,13,0,5,2,White
1,0,0,30,0,0,18,0,8,2,1,1,White
1,0,0,40,0,0,38,0,8,2,10,3,White
1,0,0,50,0,0,27,0,14,2,5,3,White
1,15024,0,40,0,1,50,5,15,0,5,2,White
0,0,0,20,0,0,64,4,8,0,5,0,White
1,0,0,40,0,0,36,0,5,3,3,3,White
1,7688,0,40,0,1,44,4,14,0,5,2,White
0,0,0,22,0,0,19,0,9,2,3,1,White
1,0,0,24,0,0,63,0,9,0,2,2,White
1,7688,0,60,0,1,43,0,8,0,3,2,White
0,0,0,40,0,0,28,0,9,2,0,5,White
1,0,0,43,0,0,36,0,8,2,1,3,White
0,2174,0,40,0,0,25,0,8,2,8,1,White
1,0,0,40,0,0,40,1,8,0,1,2,White
1,0,0,60,7,0,36,0,8,5,8,4,Asian-Pac-Islander
1,99999,0,50,0,1,46,0,14,0,4,2,White
1,0,0,45,0,0,26,0,6,0,1,2,White
1,0,0,20,0,0,22,5,9,2,2,1,Black
0,0,0,40,0,0,37,0,13,2,8,1,White
1,0,0,40,0,0,43,0,9,2,2,3,White
1,0,0,40,0,0,27,4,11,2,12,1,White
1,99999,0,52,0,1,40,0,14,0,4,2,White
1,0,0,40,0,1,42,0,8,0,10,2,White
0,0,0,40,0,0,57,0,8,3,3,5,White
1,0,0,55,0,0,50,0,8,2,1,1,White
1,2885,0,40,0,0,26,0,12,0,10,2,White
1,0,0,60,0,0,41,0,9,0,3,2,Asian-Pac-Islander
1,0,0,40,0,0,27,0,6,0,9,2,White
0,0,0,40,11,0,45,0,14,4,7,4,Asian-Pac-Islander
1,0,1902,45,0,1,33,0,13,0,4,2,White
1,0,0,40,0,0,25,0,8,0,7,2,White
1,0,0,35,7,1,40,0,14,5,4,3,Asian-Pac-Islander
0,0,0,40,0,0,72,5,3,4,2,5,Black
0,0,0,15,0,1,33,0,11,0,2,0,White
1,0,0,40,0,1,54,2,13,0,3,2,White
0,0,0,55,0,1,33,0,11,0,4,0,White
1,0,0,40,0,0,22,0,9,2,5,3,White
0,0,0,32,0,0,35,0,9,1,0,5,White
1,0,0,40,0,0,20,5,9,2,0,1,White
1,0,0,40,0,1,39,4,13,0,5,2,White
0,0,0,40,0,0,23,3,6,2,8,5,Black
0,0,0,15,0,0,20,0,11,2,8,1,White
1,0,0,50,0,1,38,0,14,0,5,2,White
0,0,0,21,0,0,22,0,14,2,3,4,White
0,0,0,24,0,0,17,0,5,2,3,1,White
1,0,0,40,0,1,37,0,13,0,4,2,White
1,0,0,60,0,1,50,1,9,0,9,2,White
1,0,0,80,0,0,64,1,3,0,9,2,White
1,0,0,35,19,0,53,1,13,0,1,2,Asian-Pac-Islander
0,0,0,40,0,1,28,0,9,0,3,0,White
0,0,0,40,0,0,41,0,8,1,4,3,White
0,0,1944,12,0,0,90,0,9,2,8,1,White
1,0,0,50,0,0,50,0,8,1,10,3,White
1,0,0,40,36,0,39,0,3,3,2,4,White
1,0,0,45,0,1,59,3,8,0,8,2,White
0,0,0,40,0,0,31,0,13,2,5,1,White
1,0,0,50,0,0,29,0,8,0,1,2,White
1,0,0,55,0,0,55,1,8,0,1,2,White
0,0,0,40,0,0,21,0,9,2,5,1,Black
1,0,0,60,0,0,48,1,13,1,3,3,White
1,0,0,40,15,0,21,0,8,2,2,1,Asian-Pac-Islander
1,5178,0,40,0,1,44,0,9,0,1,2,White
0,0,0,40,20,0,27,0,13,2,0,1,White
1,7298,0,50,0,1,39,0,8,0,3,2,White
0,0,1721,20,0,0,20,0,8,2,2,1,White
0,0,0,40,0,0,60,0,8,1,1,3,White
0,0,0,32,0,0,18,0,9,2,2,1,White
0,0,0,40,0,0,28,0,13,2,8,3,White
1,0,0,45,0,0,24,0,9,0,1,2,White
1,0,0,40,0,1,66,1,13,0,3,2,White
0,0,0,90,0,1,27,0,13,0,5,0,White
1,0,0,50,0,0,44,0,8,2,10,3,White
0,0,0,16,0,0,37,5,8,1,2,3,White
1,0,0,35,0,0,22,0,3,2,1,1,White
1,4416,0,28,0,0,26,0,12,2,8,1,White
1,0,0,45,0,1,46,5,14,0,4,2,White
1,0,0,45,0,0,45,3,13,2,8,3,White
1,0,2392,52,0,1,71,1,8,0,3,2,White
1,0,0,40,0,0,23,0,12,0,1,2,Black
1,0,0,14,0,0,28,0,9,2,2,3,Black
1,0,0,45,0,1,38,0,9,0,4,2,White
1,0,0,54,0,1,33,0,9,0,7,2,White
0,0,0,14,0,0,19,0,9,2,3,1,White
1,0,0,40,0,0,58,0,3,0,6,2,White
1,0,0,40,0,0,46,0,6,0,1,2,White
0,0,0,40,0,0,54,0,14,1,3,3,White
1,0,0,50,0,0,48,2,13,0,1,2,White
1,0,0,38,0,0,26,0,9,2,8,3,Black
1,0,0,40,0,0,28,3,11,0,8,2,Amer-Indian-Eskimo
1,0,0,40,0,1,41,0,7,0,1,2,White
1,0,0,40,0,0,19,0,5,2,9,4,White
1,0,2415,70,0,1,40,0,9,0,10,2,Black
1,0,0,40,0,1,45,4,13,0,4,2,White
0,0,1876,38,0,0,57,0,8,1,8,5,White
0,0,0,40,0,0,22,0,13,0,5,0,White
1,0,0,48,20,0,27,0,9,0,8,2,White
0,0,0,40,0,0,37,3,8,2,8,5,Black
1,14344,0,40,0,1,26,0,12,2,0,3,White
0,4101,0,40,0,0,52,0,2,3,1,5,Black
1,0,0,40,0,1,33,0,8,0,3,2,White
1,0,0,40,0,0,32,4,14,2,5,3,Black
1,0,0,48,0,1,44,0,9,0,10,2,White
1,0,0,40,0,0,49,3,9,2,1,3,Black
1,0,0,40,0,0,22,0,6,2,1,4,White
0,0,0,40,0,0,41,0,8,1,3,5,White
1,0,0,40,17,0,39,0,8,2,1,3,White
1,0,0,35,0,0,27,0,8,0,1,2,White
0,0,0,60,0,0,27,0,11,2,8,4,Black
1,0,0,55,0,1,45,2,9,0,4,2,White
0,0,0,10,0,0,17,0,5,2,3,1,White
1,0,0,42,0,0,31,0,8,0,6,2,White
0,0,0,45,0,0,37,0,8,2,1,3,Black
1,0,0,20,0,1,64,0,14,0,4,2,White
0,0,0,38,0,1,31,0,12,0,0,0,White
1,5013,0,65,0,0,32,1,8,0,9,2,White
1,0,2002,44,0,0,43,0,11,0,4,2,White
1,0,0,40,0,0,22,0,8,2,1,1,White
1,0,0,32,0,0,50,0,5,0,9,2,White
1,0,0,35,0,0,51,0,8,2,1,1,White
1,0,0,45,0,0,35,0,11,0,7,2,White
0,0,0,50,0,1,34,0,13,1,5,3,White
0,0,0,44,0,0,30,0,9,2,8,5,White
1,0,0,40,0,0,52,0,8,1,8,5,White
0,0,0,40,0,0,49,0,12,1,0,3,White
1,0,0,35,0,0,36,0,3,0,9,2,White
0,0,0,15,17,0,39,0,13,2,3,3,White
1,0,0,18,0,0,65,1,9,0,3,2,White
1,0,0,30,0,0,47,0,9,1,4,3,White
1,0,0,40,0,1,27,0,8,0,9,2,White
0,0,0,8,0,0,66,0,8,4,3,4,White
1,7688,0,45,0,1,49,0,15,0,5,2,White
0,0,0,34,0,1,30,0,12,0,4,0,White
1,0,0,40,0,0,23,5,12,0,12,2,White
0,0,0,45,0,0,36,0,13,1,5,5,White
0,0,0,10,0,0,55,2,8,0,8,0,White
1,0,0,40,0,0,30,0,13,2,4,3,White
